index,target,tags,irrelevant_tags
1011,0,bamboo | bamboo forest | bird | black | brown | green | perch | plant | pole | sit | stand | stem | yellow,sit | brown | bamboo | green | yellow | stand | black | stem | plant | bamboo forest | pole | perch
1316,0,beak | bird | branch | gray | green | perch | sit | stand | tree | tree branch,branch | sit | green | tree | stand | gray | tree branch | perch
2028,0,bamboo | bamboo forest | beak | bird | perch | stand | tree,tree | bamboo | stand | bamboo forest | perch
31,0,bamboo forest | bird | floor | forest | perch | sit | stand | stem | tree | yellow,forest | sit | tree | yellow | stand | stem | bamboo forest | floor | perch
3,0,bird | fly | forest | owl | sky | tree | white | wood | woodpecker,white | fly | forest | wood | tree | sky
1472,0,bamboo forest | bird | path | forest | person | perch | walk,forest | path | walk | bamboo forest | perch | person
3267,0,bird | branch | brown | fern | green | lush | perch | plant | sit | sparrow | tree | tree branch | vegetation,branch | fern | sit | green | tree | brown | vegetation | plant | tree branch | lush | perch
361,0,bird | black | crow | perch | pine | raven | sit | stand | stump | tree | tree trunk | wood,sit | wood | tree | stand | black | pine | stump | tree trunk | perch
1787,0,area | beak | bird | floor | stand | tree,stand | area | tree | floor
2185,0,bird | branch | floor | forest | ledge | perch | sit | stand | stump | tree | tree trunk | wood,branch | forest | sit | ledge | tree | wood | stand | stump | tree trunk | floor | perch
1,0,bird | blue | branch | forest | green | hummingbird | lush | perch | sit | stand | teal | tree | wood,branch | forest | sit | green | tree | wood | blue | stand | teal | lush | perch
3738,1,bird | boat | calm | catch | rowboat | canoe | fish | fishing | fishing pole | goggles | lake | man | oar | pelican | sit | stand | water,lake | canoe | boat | catch | calm | fishing | fishing pole | man | sit | fish | stand | oar | goggles | rowboat | water
3935,1,beak | bird | crane | egret | gull | heron | lake | neck | pond | stand | stretch | water | water bird | white,stretch | lake | white | stand | neck | pond | water
3551,0,bird | blue | brown | carpet | floor | flower | forest | forest floor | perch | sit | sparrow | stand | tree | wood | woodland,forest | woodland | carpet | sit | brown | tree | wood | blue | stand | flower | floor | perch | forest floor
3364,0,animal | bamboo | bamboo forest | bird | crane | flight | fly | path | forest | landing | stair | trail | walk,trail | fly | forest | landing | bamboo | animal | path | walk | stair | bamboo forest | flight
4361,1,bamboo | bamboo forest | bird | cane | pillar | duck | duckling | green | pole | post | stand | stem | tube | writing,duckling | cane | tube | pillar | green | bamboo | stand | stem | post | bamboo forest | pole | writing
4280,1,bird | duck | duckling | float | grass | green | hide | lush | plant | pond | reed | stem | swamp | swim | vegetation | water | weed,reed | duckling | float | green | lush | swim | grass | hide | stem | vegetation | weed | plant | pond | swamp | water
386,0,bird | blue | bluebird | branch | bush | grass | green | greenery | lush | perch | plant | sit | stand | stem | vegetation,branch | sit | green | blue | grass | greenery | stand | stem | vegetation | plant | bush | lush | perch
1951,0,bird | chase | grass | grassy | green | lake | lush | pond | stand | swan | tree | water,lake | swan | green | grassy | tree | lush | stand | grass | chase | pond | water
3930,1,lighthouse | bird | boat | seawall | dock | flag | fly | gull | harbor | mast | sea | rail | red | vessel | water | white,white | fly | dock | boat | seawall | mast | vessel | sea | rail | harbor | lighthouse | red | flag | water
504,0,bird | branch | brown | grass | green | lush | perch | sit | stand | tree | wood | yellow,branch | sit | green | tree | brown | wood | yellow | stand | grass | lush | perch
2058,0,bamboo forest | bird | black | branch | perch | plant | sit | stand | tree | vegetation | yellow,branch | sit | tree | yellow | stand | black | vegetation | plant | bamboo forest | perch
1531,0,bird | blanket | dress hat | floor | hat | peak | robin | scarf | snow | snowman | stand | twig | wear | winter,hat | peak | snow | winter | snowman | stand | blanket | dress hat | twig | floor | scarf | wear
298,0,area | beak | bird | brown | brush | bush | flap | flight | fly | forest | green | greenery | hide | lush | stand | tree | vegetation | wood,fly | flight | flap | forest | green | brown | tree | wood | stand | area | greenery | hide | vegetation | brush | bush | lush
2540,0,bird | black | bush | floor | path | gray | lush | perch | sit | stand | tree | white,white | floor | sit | tree | path | black | stand | gray | bush | lush | perch
4269,1,beak | bird | calm | cloudy | flight | fly | gull | lake | sky | sunset | water | white | wing,lake | white | fly | cloudy | calm | sunset | sky | flight | water
2424,0,bird | branch | brush | bush | floor | grass | grassy | green | lush | perch | sit | stand | vegetation | weed | yellow,branch | floor | sit | green | grassy | yellow | stand | grass | vegetation | weed | brush | bush | lush | perch
943,0,area | beak | bird | brown | floor | grass | grassy | green | lush | sparrow | tree | walk,floor | brown | tree | grassy | green | grass | area | walk | lush
4288,1,beach | beak | bird | coast | flap | fly | food | gull | landing | sea | sand | seabird | shoreline | sky | white | wing,coast | white | fly | flap | landing | beach | sand | sea | food | shoreline | sky
408,0,bamboo forest | bird | blue | bluebird | forest | perch | sit | stand | stem | tree | vegetation,forest | sit | tree | blue | stand | stem | vegetation | bamboo forest | perch
2780,0,beak | bird | boat | paddle | brown | rowboat | canoe | man | oar | palm tree | perch | raft | ride | sit | sparrow | stand | straw hat | sun hat | vegetation | water | waterway,straw hat | canoe | boat | man | brown | sit | raft | stand | oar | paddle | waterway | vegetation | rowboat | sun hat | palm tree | ride | perch | water
623,0,beak | bird | branch | brown | limb | perch | sit | tree | tree branch | twig | yellow,branch | sit | brown | tree | yellow | limb | twig | tree branch | perch
303,0,bird | blanket | branch | floor | green | parrot | perch | sit | snow | snowy | stand | tree | yellow,branch | snowy | sit | green | snow | tree | yellow | stand | blanket | floor | perch
3130,0,fog | foggy | forest | person | man | pine | pine forest | raincoat | strawman | stand | tree | wood | yellow,forest | fog | strawman | foggy | man | wood | tree | yellow | stand | pine | raincoat | pine forest | person
3704,0,bamboo forest | beak | bird | perch | road | stand | tree | woodpecker,road | tree | stand | bamboo forest | perch
1071,0,beak | bird | black | field | floor | grass | grassy | lush | sky | stand | swamp | walk | wetland | yellow,floor | wetland | grassy | yellow | stand | black | field | grass | sky | walk | lush | swamp
1878,0,bamboo | bamboo forest | bird | branch | gray | perch | sit | stand | stem | tree | white,branch | white | sit | tree | bamboo | stand | stem | gray | bamboo forest | perch
270,0,beak | bird | branch | brown | brush | grass | green | limb | lush | perch | reed | sit | sparrow | stand | tree | tree branch | twig | vegetation | weed | yellow,branch | reed | sit | green | tree | brown | yellow | limb | stand | grass | vegetation | twig | weed | brush | tree branch | lush | perch
3922,1,bird | building | fly | gull | house | house exterior | sea | sky | water | white,white | fly | building | house exterior | sea | sky | house | water
1300,0,beak | bird | blue | branch | bush | canary | flower | parrot | perch | sit | stand | tree | white | yellow,branch | white | sit | tree | yellow | blue | stand | flower | bush | perch
507,0,bamboo | bamboo forest | beak | bird | branch | brown | canary | green | perch | sit | stand | stem | yellow,branch | sit | brown | bamboo | green | yellow | stand | stem | bamboo forest | perch
1432,0,bird | brown | horizon | sea | perch | stone | sit | sky | stand | sun | sunset | water,sit | brown | stone | sun | sunset | stand | sea | horizon | sky | perch | water
295,0,bamboo | bamboo forest | bird | perch | reed | sit | stand | stem,reed | sit | bamboo | stand | stem | bamboo forest | perch
3347,0,bird | bird feeder | bird house | blue | blue jay | cage | fence | jay | paling | perch | stand,bird feeder | fence | blue jay | cage | blue | stand | paling | perch
1499,0,bird | catch | fly | girl | gray | stand | string | tail | tree | woman | wood,fly | string | catch | wood | tree | tail | stand | woman | gray | girl
1082,0,bird | branch | brown | forest | owl | perch | sit | sparrow | stand | tree | tree trunk | wood,branch | forest | sit | brown | tree | wood | stand | tree trunk | perch
2023,0,bamboo forest | balustrade | bird | boy | climb | person | man | perch | rail | stair | stand | walk | white | woodpecker,white | man | stand | boy | rail | bamboo forest | walk | stair | balustrade | climb | perch | person
1162,0,area | bird | floor | forest | log | perch | red | stone | sit | stand | stump | tree | wood | woodpecker,forest | sit | wood | tree | stone | stand | area | stump | log | red | floor | perch
4714,1,bird | bridge | fly | gull | railroad bridge | river | span | water | waterway,fly | river | span | waterway | railroad bridge | bridge | water
503,0,bird | branch | brown | night | perch | sit | sky | sparrow | stand | water,branch | sit | brown | night | stand | sky | perch | water
2140,0,bird | lake | ledge | perch | pole | rail | sit | stand | water | waterway | white,lake | white | sit | ledge | stand | rail | waterway | pole | perch | water
2030,0,bird | creek | brown | perch | stone | sit | stand | water | waterfall,sit | brown | stone | stand | waterfall | creek | perch | water
1757,0,bird | black | creek | crow | gray | pond | puddle | stand | water,puddle | creek | stand | black | gray | pond | water
3147,0,bird | perch | pipe | pole | post | rail | red | sit | stand | tree | tube,tube | pipe | sit | tree | stand | rail | post | red | pole | perch
3705,0,bamboo | bamboo forest | bird | black | branch | forest | hang | parrot | perch | tree | yellow,branch | forest | hang | tree | bamboo | yellow | black | bamboo forest | perch
4694,1,beak | bird | blanket | duck | floor | goggles | mallard duck | snow | snowy | stand | stare | winter,snowy | winter | snow | stand | blanket | stare | goggles | floor
1731,0,bird | blue | branch | forest | green | perch | pole | sit | tree | wood,branch | forest | sit | green | tree | wood | blue | pole | perch
1820,0,beak | bird | brown | floor | moonlight | night | sky | stand | tree | wood,moonlight | brown | tree | wood | night | stand | sky | floor
3475,0,bamboo forest | bird | brown | floor | food | greenery | lush | plant | stand | vegetation,floor | brown | stand | greenery | food | vegetation | plant | bamboo forest | lush
1515,0,beach | bird | sea | play | sand | sea lion | seal | sparrow | stand,beach | play | sand | sea lion | stand | sea | seal
999,0,bird | branch | green | limb | parrot | perch | sit | tree | tree branch,branch | sit | green | tree | limb | tree branch | perch
2270,0,bird | black | blackbird | blanket | crow | floor | forest | perch | raven | sit | snow | snowy | stand | tree | winter | wood,snowy | forest | sit | snow | tree | winter | wood | stand | black | blanket | floor | perch
